#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405233.sorted.bam Mapped Reads/million: 20.884485
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405234.sorted.bam Mapped Reads/million: 24.389042
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405235.sorted.bam Mapped Reads/million: 19.816820

    	mapped_ERR405233.sorted.bam	mapped_ERR405234.sorted.bam	mapped_ERR405235.sorted.bam	
glgP	     13.457      14.357      27.814	     19.262      20.384      39.645	     10.224      10.369      20.593	
rpmG	      1.425      66.408      67.833	      3.661      85.665      89.326	      1.502      48.059      49.561	
cds3217	      0.000       0.000       0.000	      0.000       0.342       0.342	      0.000       0.421       0.421	
cds3216	      0.000       0.000       0.000	      0.135       0.135       0.271	      0.167       0.000       0.167	
cueR	     85.660      49.949     135.609	     99.113      55.653     154.765	     71.639      43.685     115.325	
ompX	   1096.378    1376.898    2473.276	   1159.420    1457.161    2616.581	   1021.370    1283.265    2304.635	
rpmF	     77.052      83.657     160.709	    100.856     115.465     216.321	     51.622      62.933     114.555	
cds3215	      0.093       0.093       0.186	      0.159       0.159       0.318	      0.000       0.000       0.000	
rpmE	     32.146      87.447     119.594	     28.490      99.714     128.204	     20.611      62.782      83.393	
rpmD	     83.528     133.805     217.333	    101.138     151.252     252.390	    118.866     168.768     287.634	
cds3214	      0.122       0.163       0.286	      0.280       0.385       0.664	      0.258       0.258       0.516	
rpmC	    151.628     118.210     269.837	    199.885     127.277     327.162	    201.060     142.188     343.248	
rpmB	     61.621      67.076     128.697	     79.755      91.346     171.101	     44.500      55.359      99.860	
cds3212	      1.629       1.303       2.932	      1.674       1.581       3.254	      1.373       1.030       2.403	
cds3211	      1.451       1.209       2.660	      1.519       1.173       2.692	      1.019       1.019       2.039	
rpmA	     15.033      53.079      68.112	     20.978      53.875      74.853	     19.755      48.702      68.456	
ldhA	      6.142       7.013      13.156	      7.082       7.703      14.786	      4.689       5.301       9.990	
ompS	      1.253       1.131       2.384	      2.387       2.214       4.602	      2.001       2.001       4.003	
ompR	     20.217      24.407      44.624	     20.786      24.260      45.045	     20.746      23.899      44.645	
cds3210	      0.664       0.506       1.169	      0.866       0.731       1.597	      0.600       0.533       1.132	
cds246	      0.945       0.735       1.680	      1.079       0.809       1.888	      0.996       0.885       1.881	
iap	      3.659       3.842       7.500	      3.485       3.485       6.971	      2.844       2.795       5.639	
cds2123	     16.444      14.752      31.196	     17.188      16.359      33.547	     21.408      14.272      35.680	
cds1038	      2.660       3.547       6.207	      3.254       5.749       9.003	      3.204       5.073       8.277	
cds1037	      6.966       8.818      15.784	      9.967      12.610      22.578	      6.319       7.713      14.033	
cds2121	      2.186       2.062       4.248	      3.320       3.249       6.569	      2.347       2.260       4.607	
glgC	      6.429       5.468      11.897	      7.182       6.549      13.731	      4.049       3.894       7.943	
rplY	     31.586      33.770      65.355	     47.764      50.497      98.261	     30.808      32.402      63.211	
cds1036	      6.634       6.568      13.202	      9.618       9.393      19.011	      5.192       4.915      10.106	
cds2120	      1.782       1.627       3.409	      2.388       1.990       4.379	      2.041       1.878       3.919	
rplX	    143.191     117.198     260.389	    182.101     143.182     325.283	    173.494     141.134     314.628	
glgB	      6.568       6.809      13.377	      8.512       8.680      17.192	      5.099       5.169      10.268	
cds1035	      9.947       6.939      16.886	     13.667       9.409      23.076	      6.582       3.900      10.482	
rplW	     84.071      83.439     167.510	    104.603     102.167     206.769	    100.924     104.422     205.346	
glgA	      9.149       7.947      17.096	     11.237       9.178      20.415	      6.756       5.454      12.211	
cds1034	      0.426       0.511       0.936	      0.729       0.765       1.494	      0.538       0.628       1.166	
rplV	     78.222      88.000     166.223	     94.071      99.119     193.190	    111.380     114.411     225.792	
rplU	     55.709      33.149      88.859	     67.285      42.053     109.339	     57.255      34.935      92.191	
ompH	     26.503      24.138      50.641	     37.627      32.144      69.771	     32.603      33.434      66.037	
rplT	    179.861     363.209     543.070	    232.804     472.614     705.419	    161.705     343.906     505.611	
cds1031	     10.522       7.094      17.616	     13.819       9.263      23.083	      7.600       5.171      12.771	
rplS	     45.956      77.603     123.559	     55.023      98.735     153.758	     35.092      66.123     101.214	
ompF	    390.031     392.180     782.211	    526.343     529.459    1055.802	    277.912     279.575     557.487	
cds1030	      3.438       0.246       3.683	      3.890       0.526       4.416	      3.105       1.035       4.140	
rplR	    105.233     130.527     235.760	    121.616     150.341     271.957	    134.708     160.367     295.076	
rplQ	     51.124      99.880     151.004	     61.717     120.657     182.374	     64.260     116.037     180.297	
rplP	     92.619      79.455     172.074	    108.241      90.683     198.925	    114.553      97.732     212.285	
bglX	      4.251       4.292       8.543	      6.298       6.566      12.864	      3.184       3.404       6.588	
ompC	    136.741     136.993     273.734	    165.991     166.460     332.452	    117.878     118.100     235.978	
rcsF	     23.173      20.099      43.272	     31.182      25.816      56.998	     17.070      13.332      30.402	
rplO	    102.149      90.591     192.741	    106.322     103.400     209.723	    134.334     122.385     256.719	
rplN	    120.478      80.834     201.312	    151.333     102.285     253.617	    141.348      91.157     232.506	
ompA	    134.416     153.242     287.658	    168.486     190.759     359.245	    132.170     154.597     286.767	
rplM	     47.213      48.217      95.430	     73.689      75.887     149.576	     62.343      59.637     121.980	
rcsC	      7.282       6.929      14.212	     10.196       9.678      19.875	      6.150       5.991      12.141	
rplL	    146.133     200.164     346.297	    191.343     261.024     452.367	    131.257     180.892     312.149	
rcsB	     33.025      43.690      76.715	     42.892      53.914      96.805	     30.928      39.300      70.228	
rplK	     63.843      40.851     104.694	     80.857      49.604     130.461	     72.341      48.345     120.686	
rcsA	     10.973       6.446      17.419	     11.499       6.045      17.544	     10.432       6.793      17.225	
rplJ	    140.474     121.821     262.296	    184.838     160.797     345.636	    132.337     112.172     244.509	
rplI	     14.152      21.920      36.071	     16.948      24.783      41.731	     13.232      19.961      33.193	
cds3209	      0.158       0.158       0.316	      0.474       0.406       0.880	      0.250       0.416       0.666	
cds3208	      0.263       0.421       0.685	      0.045       0.135       0.180	      0.333       0.222       0.555	
cds3207	      0.532       0.665       1.197	      0.228       0.342       0.569	      0.280       0.140       0.421	
rplF	    115.312     109.753     225.065	    135.829     132.374     268.202	    139.007     133.999     273.006	
cds3206	      0.331       0.248       0.579	      0.283       0.496       0.779	      0.087       0.000       0.087	
rplE	    129.815     117.489     247.304	    159.832     150.493     310.325	    151.293     138.304     289.597	
cds3205	      0.214       0.214       0.428	      0.642       0.459       1.101	      0.226       0.226       0.452	
rplD	     62.974      51.675     114.649	     83.628      68.201     151.829	     85.519      70.031     155.550	
cds3204	      0.222       0.111       0.333	      0.285       0.664       0.949	      0.467       0.234       0.701	
rplC	     74.256      80.716     154.972	     91.311      96.973     188.284	     94.917     101.805     196.722	
cds3203	      0.446       0.446       0.893	      0.573       0.382       0.956	      0.235       0.353       0.588	
cds2119	      1.743       1.511       3.254	      2.256       2.388       4.644	      2.041       2.041       4.083	
rplB	     50.096      55.572     105.668	     60.156      66.341     126.498	     65.994      72.255     138.249	
cds3202	      0.253       0.127       0.380	      0.542       0.325       0.868	      0.267       0.000       0.267	
rplA	     40.276      52.297      92.573	     47.399      62.346     109.746	     41.443      54.113      95.556	
cds2113	      1.190       1.784       2.974	      1.443       2.292       3.735	      2.090       2.507       4.597	
cds2112	      0.735       0.672       1.407	      0.791       0.737       1.529	      0.974       0.907       1.881	
cds231	      8.472       9.454      17.925	     10.303      11.670      21.973	     10.222      10.351      20.573	
cds2111	      0.944       0.772       1.716	      1.690       1.396       3.086	      2.532       1.990       4.522	
cds2110	     13.155       8.916      22.071	     13.400      10.090      23.491	     12.418       8.410      20.829	
bglA	      6.044       6.211      12.254	      9.150       9.378      18.528	      5.701       5.736      11.437	
yjjA	     14.924      17.515      32.440	     18.637      22.098      40.736	     14.636      18.241      32.877	
cds1023	     11.076       6.220      17.296	     10.165       6.663      16.829	     13.349       8.620      21.969	
cds1022	     50.471      12.078      62.549	     36.569       7.572      44.142	     53.644      15.911      69.556	
cds1020	     42.971      43.278      86.250	     56.359      56.922     113.281	     42.514      43.068      85.582	
yjiW	      3.869       5.441       9.310	      3.831       6.937      10.768	      3.313       5.225       8.538	
nlpD	    993.795     916.936    1910.731	   1122.366    1025.270    2147.636	   1008.929     945.739    1954.667	
