#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405227.sorted.bam Mapped Reads/million: 38.542759
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405228.sorted.bam Mapped Reads/million: 37.642071
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405229.sorted.bam Mapped Reads/million: 31.734760

    	ERR405227.sorted.bam	ERR405228.sorted.bam	ERR405229.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds251	      9.639      11.887      21.526	     12.288      15.370      27.658	      7.959      10.319      18.277	
cds1047	      1.517       5.766       7.283	      3.729       7.302      11.030	      1.843       4.791       6.634	
cds250	      7.664       7.264      14.928	     10.003       9.355      19.358	      6.809       6.596      13.405	
cds1045	      5.833       0.402       6.235	     10.503       1.648      12.150	      5.130       0.489       5.618	
cds1044	      0.629       1.101       1.730	      0.966       1.610       2.576	      0.382       0.764       1.146	
trkH	      2.788       3.574       6.361	      3.714       4.354       8.069	      2.235       2.930       5.165	
vacJ	     37.271      38.403      75.674	     44.698      47.685      92.384	     33.720      35.971      69.691	
glgX	      6.615       6.932      13.547	      8.031       8.653      16.683	      4.987       5.324      10.311	
trkA	      3.015       3.071       6.086	      4.418       4.707       9.125	      3.730       3.799       7.529	
cds4306	     22.648      22.430      45.077	     33.144      32.857      66.001	     18.004      17.683      35.686	
glgS	     40.826      38.282      79.107	     46.621      43.886      90.507	     36.145      39.235      75.380	
rpmJ	    384.965     528.883     913.848	    536.316     664.378    1200.693	    387.830     553.196     941.026	
cds3219	      1.174       0.854       2.029	      1.312       0.656       1.968	      1.167       0.973       2.140	
rpmI	   1038.988    1078.823    2117.811	   1315.555    1440.334    2755.889	    907.140     940.880    1848.020	
rpmH	     50.234      61.091     111.325	     62.176      71.596     133.772	     39.333      44.250      83.583	
cds3218	      0.464       0.438       0.902	      0.397       0.380       0.777	      0.706       0.676       1.382	
glgP	     16.799      17.721      34.519	     23.820      25.242      49.062	     13.014      13.426      26.440	
rpmG	      6.332     205.245     211.577	      7.432     266.451     273.883	      5.627     178.751     184.378	
cds3217	      0.000       0.000       0.000	      0.221       0.664       0.886	      0.263       0.788       1.050	
cds3216	      0.086       0.257       0.343	      0.526       0.351       0.877	      0.520       0.208       0.728	
cueR	    126.677      66.885     193.562	    168.379      95.115     263.494	    113.727      62.267     175.994	
ompX	   1946.042    2396.764    4342.806	   1936.025    2439.389    4375.414	   1846.641    2238.088    4084.729	
rpmF	    167.153     164.916     332.069	    219.857     227.185     447.042	    127.675     126.226     253.900	
cds3215	      0.251       0.352       0.603	      0.257       0.257       0.515	      0.122       0.183       0.305	
rpmE	     90.747     273.947     364.695	     81.943     292.102     374.045	     76.485     240.402     316.887	
rpmD	    115.168     185.508     300.676	    131.797     203.820     335.617	    154.930     217.252     372.182	
cds3214	      0.177       0.177       0.354	      0.385       0.521       0.906	      0.215       0.242       0.457	
rpmC	    254.723     165.806     420.529	    269.811     200.490     470.302	    285.406     190.380     475.786	
rpmB	    185.558     218.509     404.067	    241.112     287.406     528.518	    165.400     190.663     356.063	
cds3212	      2.294       1.941       4.236	      2.169       1.807       3.976	      2.144       1.786       3.930	
cds3211	      2.053       1.878       3.931	      2.505       2.370       4.875	      2.493       2.652       5.146	
rpmA	     26.649      72.606      99.256	     31.920     120.680     152.600	     29.679      81.954     111.633	
ldhA	      6.997       7.390      14.388	      9.312       9.875      19.187	      4.965       5.411      10.376	
ompS	      2.474       2.387       4.861	      2.556       2.332       4.887	      2.819       2.766       5.584	
ompR	     21.044      25.801      46.846	     23.577      28.780      52.357	     19.476      22.802      42.278	
cds3210	      0.617       0.514       1.130	      1.140       0.824       1.964	      1.144       0.853       1.997	
cds246	      1.138       0.797       1.935	      1.165       1.282       2.447	      0.898       0.760       1.658	
iap	      5.080       4.882       9.962	      6.978       6.648      13.626	      4.304       3.882       8.186	
cds2123	     24.766      25.028      49.794	     28.042      28.176      56.218	     21.962      19.734      41.697	
cds1038	      3.981       4.736       8.717	      2.881       6.185       9.066	      3.668       4.335       8.003	
cds1037	      7.263       9.317      16.580	     11.253      15.118      26.370	      5.455       6.267      11.722	
cds2121	      2.883       2.704       5.587	      3.592       3.203       6.796	      3.230       2.958       6.188	
glgC	      7.487       6.506      13.994	      9.409       8.978      18.387	      5.811       4.984      10.795	
rplY	     72.829      74.922     147.751	     70.470      73.359     143.829	     62.248      64.460     126.708	
cds1036	      6.620       6.050      12.670	     10.094       9.366      19.460	      5.144       4.668       9.812	
cds2120	      2.813       2.015       4.828	      3.869       3.310       7.179	      3.875       3.110       6.985	
rplX	    204.844     187.547     392.390	    266.251     240.359     506.610	    215.376     198.170     413.547	
glgB	      8.898       9.669      18.566	     11.783      13.411      25.193	      6.181       6.686      12.867	
cds1035	      8.523       5.766      14.289	     12.513       8.984      21.497	      5.785       3.577       9.362	
rplW	    106.607     118.766     225.372	    133.619     135.636     269.255	    124.797     134.157     258.953	
glgA	      9.535       7.997      17.532	     12.468      10.300      22.768	      7.515       6.548      14.064	
cds1034	      0.784       0.784       1.568	      0.685       0.614       1.299	      0.784       0.840       1.625	
rplV	    115.234     116.091     231.325	    128.203     131.554     259.757	    132.006     136.832     268.839	
rplU	     84.987      50.893     135.880	    139.642      84.126     223.768	     98.270      58.679     156.950	
ompH	     58.243      56.748     114.992	     75.981      73.193     149.174	     52.583      50.314     102.898	
rplT	    350.878     761.641    1112.519	    376.984     917.160    1294.145	    310.169     661.470     971.639	
cds1031	     11.691       9.097      20.788	     18.957      14.857      33.814	     12.371       9.765      22.136	
rplS	     75.897     120.929     196.826	     95.958     172.832     268.790	     59.853      97.884     157.737	
ompF	    555.684     564.332    1120.016	    793.380     803.719    1597.099	    419.485     421.938     841.424	
cds1030	      5.854       0.998       6.852	      9.400       1.430      10.831	      5.979       0.889       6.868	
rplR	    130.606     143.065     273.671	    136.958     153.017     289.975	    152.482     160.671     313.154	
rplQ	     82.633     149.793     232.426	    100.245     186.031     286.277	     87.476     159.115     246.591	
rplP	    137.238     113.502     250.741	    155.389     129.081     284.470	    155.256     134.785     290.041	
bglX	      5.058       5.306      10.365	      7.098       7.283      14.381	      4.306       4.594       8.899	
ompC	    209.342     209.821     419.162	    265.684     267.483     533.166	    190.564     190.508     381.072	
rcsF	     29.981      25.433      55.414	     33.650      27.747      61.397	     23.419      20.307      43.727	
rplO	    105.332     103.244     208.576	    142.418     130.754     273.172	    151.109     143.213     294.322	
rplN	    209.026     149.115     358.142	    243.807     168.751     412.559	    225.068     156.031     381.099	
ompA	    182.232     215.200     397.432	    235.108     275.853     510.961	    179.880     211.062     390.942	
rplM	    114.062     108.256     222.318	    132.706     127.752     260.458	    126.265     110.767     237.032	
rcsC	     11.218      10.097      21.316	     15.910      14.986      30.896	      9.729       8.755      18.484	
rplL	    362.099     488.989     851.088	    408.580     577.702     986.282	    307.794     411.281     719.075	
rcsB	     52.847      67.872     120.719	     63.742      82.065     145.807	     43.661      54.116      97.777	
rplK	    101.543      66.526     168.069	    138.156      89.111     227.266	     98.133      66.181     164.314	
rcsA	     11.808       4.782      16.590	     16.008       7.748      23.756	     11.766       6.312      18.079	
rplJ	    316.292     283.834     600.126	    403.398     370.377     773.775	    277.526     253.165     530.691	
rplI	     26.752      40.820      67.573	     28.986      44.808      73.795	     25.909      39.004      64.913	
cds3209	      0.343       0.257       0.599	      0.570       0.307       0.877	      0.468       0.468       0.936	
cds3208	      0.314       0.314       0.628	      0.175       0.263       0.438	      0.312       0.277       0.589	
cds3207	      0.216       0.072       0.288	      0.295       0.221       0.517	      0.438       0.263       0.700	
rplF	    135.897     142.601     278.498	    150.242     165.018     315.260	    145.990     158.146     304.136	
cds3206	      0.179       0.269       0.448	      0.184       0.275       0.459	      0.327       0.272       0.599	
rplE	    196.319     186.517     382.836	    224.975     219.366     444.341	    204.414     190.934     395.349	
cds3205	      0.290       0.348       0.638	      0.297       0.357       0.654	      0.211       0.282       0.493	
rplD	     85.713      68.459     154.173	    100.609      79.742     180.351	    104.309      84.134     188.443	
cds3204	      0.360       0.120       0.480	      0.369       0.676       1.045	      0.219       0.292       0.511	
rplC	     95.668     107.075     202.743	    109.469     120.686     230.155	    109.539     121.043     230.582	
cds3203	      0.181       0.242       0.423	      0.557       0.248       0.805	      0.441       0.147       0.588	
cds2119	      2.204       1.994       4.198	      2.644       2.450       5.094	      2.422       2.091       4.513	
rplB	     59.876      68.714     128.590	     72.782      82.865     155.647	     70.574      81.461     152.036	
cds3202	      0.275       0.137       0.412	      0.211       0.141       0.351	      0.083       0.000       0.083	
rplA	     60.833      78.277     139.111	     78.756     106.151     184.907	     59.804      76.297     136.102	
cds2113	      1.182       1.612       2.793	      1.705       2.200       3.905	      1.892       2.805       4.697	
cds2112	      0.819       0.785       1.605	      0.886       0.874       1.759	      1.285       1.230       2.515	
cds231	     13.505      14.303      27.808	     16.212      16.144      32.356	     12.120      12.120      24.239	
cds2111	      2.046       1.302       3.348	      1.809       1.333       3.142	      1.920       1.412       3.332	
cds2110	     17.905      13.919      31.823	     20.374      16.604      36.978	     13.376      10.217      23.592	
bglA	      7.834       7.961      15.795	     10.597      10.819      21.416	      7.186       7.032      14.217	
yjjA	     20.947      26.058      47.005	     21.621      27.084      48.704	     19.712      23.872      43.584	
cds1023	      5.417       4.417       9.833	      6.980       5.720      12.700	      7.102       5.999      13.102	
cds1022	     14.492       4.207      18.699	     17.232       5.385      22.617	     16.323       4.258      20.582	
cds1020	     70.161      70.732     140.893	     87.288      88.188     175.477	     64.119      64.696     128.815	
yjiW	      3.931       6.093      10.024	      6.172       8.788      14.960	      3.979       5.570       9.549	
nlpD	   2497.955    2343.000    4840.955	   3015.338    2832.075    5847.413	   2398.586    2267.626    4666.212	
