#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405230.sorted.bam Mapped Reads/million: 30.700644
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405231.sorted.bam Mapped Reads/million: 30.864573
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405232.sorted.bam Mapped Reads/million: 19.470339

    	mapped_ERR405230.sorted.bam	mapped_ERR405231.sorted.bam	mapped_ERR405232.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds3229	      8.429       5.357      13.786	     10.445       6.679      17.123	      6.983       4.505      11.488	
infC	    418.045     262.860     680.906	    568.037     370.298     938.336	    387.046     231.074     618.119	
infB	     21.691      22.481      44.172	     22.991      24.575      47.565	     20.130      21.280      41.410	
cds3224	     13.815      13.854      27.669	     18.271      18.309      36.580	     10.432      10.370      20.802	
infA	     28.557      31.680      60.237	     31.068      36.690      67.758	     20.872      20.169      41.041	
cds3221	      8.627       4.462      13.089	      7.693       5.178      12.871	      5.863       3.283       9.146	
cds3220	      1.450       1.272       2.722	      1.530       1.207       2.737	      1.073       0.980       2.053	
cds1049	     36.287      47.335      83.622	     50.020      68.968     118.988	     26.581      36.042      62.623	
cds1048	     11.419      81.993      93.412	     11.358     101.668     113.026	      8.265      55.197      63.462	
cds251	      9.088      10.475      19.563	     12.037      14.749      26.786	      8.296       9.427      17.723	
cds1047	      2.286       5.334       7.619	      2.653       7.579      10.231	      1.502       2.403       3.905	
cds250	      5.827       5.863      11.690	      7.780       7.573      15.354	      4.574       4.748       9.322	
cds1045	      9.595       1.263      10.858	     13.311       2.763      16.074	      4.380       2.389       6.768	
cds1044	      2.172       1.184       3.356	      1.571       2.553       4.124	      2.179       1.245       3.424	
trkH	      2.647       3.567       6.214	      2.767       3.726       6.493	      1.910       2.511       4.422	
vacJ	     30.677      31.840      62.517	     37.500      40.114      77.613	     22.691      23.302      45.993	
glgX	      3.879       4.194       8.073	      5.210       5.507      10.717	      3.424       3.450       6.874	
trkA	      3.383       3.643       7.025	      5.176       5.435      10.612	      3.506       3.543       7.049	
cds4306	     26.265      25.972      52.237	     37.741      37.644      75.385	     18.998      18.690      37.689	
glgS	     38.640      40.875      79.515	     44.470      51.458      95.928	     29.205      33.988      63.193	
rpmJ	    430.404     417.876     848.280	    589.285     554.116    1143.401	    392.005     384.543     776.548	
cds3219	      0.871       0.536       1.407	      1.733       1.200       2.933	      0.845       0.740       1.585	
rpmI	    650.630     742.590    1393.219	    866.935     975.097    1842.032	    560.552     692.844    1253.396	
rpmH	     51.054      56.598     107.651	     70.544      73.991     144.534	     42.618      44.439      87.057	
cds3218	      0.698       0.667       1.365	      0.684       0.695       1.379	      0.534       0.551       1.085	
glgP	     12.614      13.226      25.840	     18.648      19.509      38.157	      9.210       8.980      18.190	
rpmG	      3.684      92.871      96.555	      4.050     122.656     126.706	      3.363      72.760      76.123	
cds3217	      0.543       0.271       0.814	      0.540       0.000       0.540	      1.284       0.856       2.140	
cds3216	      0.215       0.323       0.538	      0.321       0.321       0.642	      0.678       0.339       1.017	
cueR	     78.580      43.274     121.854	     99.918      57.263     157.181	     60.844      32.762      93.606	
ompX	   1173.876    1461.222    2635.099	   1270.366    1593.483    2863.849	   1053.381    1307.097    2360.478	
rpmF	    107.452     102.023     209.476	    132.019     145.240     277.259	     83.534      70.546     154.081	
cds3215	      0.189       0.253       0.442	      0.377       0.377       0.753	      0.199       0.199       0.398	
rpmE	     35.937     100.012     135.949	     35.594     111.649     147.243	     23.631      66.069      89.699	
rpmD	    168.292     258.771     427.063	    188.098     291.956     480.054	    163.782     241.107     404.889	
cds3214	      0.250       0.250       0.500	      0.414       0.470       0.884	      0.350       0.394       0.744	
rpmC	    306.725     219.526     526.251	    333.952     252.109     586.062	    303.079     206.243     509.322	
rpmB	     83.149      99.367     182.517	    118.935     141.629     260.564	     71.948      94.052     166.000	
cds3212	      1.773       1.847       3.619	      2.498       2.057       4.555	      3.028       2.912       5.940	
cds3211	      2.084       2.029       4.113	      2.836       2.564       5.400	      2.075       1.643       3.718	
rpmA	     22.346      60.600      82.947	     26.372      85.771     112.143	     23.092      58.925      82.017	
ldhA	      4.869       5.330      10.200	      6.611       7.396      14.007	      4.565       5.084       9.649	
ompS	      2.309       2.281       4.590	      3.062       2.871       5.933	      2.080       2.124       4.204	
ompR	     21.444      25.968      47.411	     25.830      30.465      56.294	     16.335      19.189      35.524	
cds3210	      0.882       0.667       1.548	      1.091       1.048       2.139	      0.814       0.610       1.424	
cds246	      1.000       0.500       1.500	      1.350       1.137       2.487	      0.788       0.676       1.464	
iap	      3.329       3.267       6.595	      5.013       4.889       9.902	      3.336       3.041       6.377	
cds2123	     19.576      17.438      37.014	     28.636      22.745      51.381	     15.304      12.192      27.496	
cds1038	      3.533       5.773       9.306	      5.057       7.543      12.600	      4.891       6.522      11.413	
cds1037	     10.198      11.337      21.535	     11.635      15.275      26.910	      7.189       8.796      15.985	
cds2121	      3.114       3.142       6.256	      3.544       3.572       7.116	      2.477       2.433       4.910	
glgC	      5.630       4.800      10.430	      7.625       6.850      14.475	      4.201       3.884       8.084	
rplY	     52.802      55.316     108.118	     58.547      60.934     119.481	     35.502      36.583      72.084	
cds1036	      6.255       5.764      12.019	     11.378      10.800      22.178	      6.693       5.566      12.259	
cds2120	      2.161       1.528       3.689	      2.831       2.674       5.505	      1.745       1.745       3.490	
rplX	    218.702     200.916     419.618	    271.642     252.100     523.742	    177.396     168.429     345.825	
glgB	      7.223       7.328      14.551	      7.896       8.281      16.178	      4.673       4.908       9.582	
cds1035	      9.599       6.609      16.208	     13.539       8.374      21.913	      6.327       4.218      10.545	
rplW	    162.863     170.496     333.359	    202.952     206.588     409.540	    160.183     165.437     325.620	
glgA	      8.404       7.314      15.718	     11.252      10.009      21.261	      5.480       4.978      10.458	
cds1034	      0.840       0.811       1.650	      0.864       1.008       1.872	      1.050       1.233       2.283	
rplV	    169.710     182.328     352.038	    193.327     200.819     394.147	    162.563     168.270     330.834	
rplU	     70.887      42.908     113.795	     95.537      57.945     153.483	     66.340      37.368     103.708	
ompH	     46.446      42.090      88.536	     52.133      46.399      98.532	     42.800      36.354      79.154	
rplT	    228.921     481.290     710.211	    282.067     629.478     911.545	    188.752     406.709     595.462	
cds1031	      9.973       6.756      16.729	     16.120      11.320      27.440	      8.623       6.087      14.711	
rplS	     60.372     101.368     161.740	     68.803     128.295     197.098	     42.505      79.402     121.907	
ompF	    375.689     378.940     754.629	    569.960     575.449    1145.409	    300.730     303.646     604.376	
cds1030	      4.510       1.336       5.846	      7.477       1.828       9.305	      4.346       1.185       5.531	
rplR	    176.757     205.649     382.406	    206.479     247.665     454.144	    165.978     197.896     363.874	
rplQ	     90.932     173.636     264.568	    104.033     213.719     317.752	     87.072     175.079     262.151	
rplP	    176.732     150.737     327.470	    200.231     172.956     373.187	    168.701     149.957     318.658	
bglX	      4.550       4.678       9.227	      6.810       7.035      13.845	      3.554       3.621       7.174	
ompC	    161.660     162.204     323.864	    212.464     214.658     427.122	    136.464     136.599     273.063	
rcsF	     23.887      20.830      44.717	     28.720      25.120      53.839	     17.120      14.837      31.957	
rplO	    169.153     159.568     328.721	    201.473     192.759     394.232	    173.208     158.331     331.539	
rplN	    214.174     146.752     360.925	    253.536     177.937     431.472	    184.593     129.367     313.960	
ompA	    198.220     231.102     429.321	    241.689     280.827     522.517	    177.346     205.294     382.641	
rplM	    101.135      95.440     196.575	    121.291     111.775     233.066	     87.276      76.262     163.538	
rcsC	      8.226       7.700      15.926	     10.185       9.628      19.813	      5.791       5.538      11.329	
rplL	    203.534     272.061     475.596	    264.243     371.710     635.953	    161.237     213.299     374.536	
rcsB	     34.374      42.029      76.403	     47.679      57.433     105.112	     23.589      30.138      53.727	
rplK	     99.312      64.462     163.774	    140.776      92.970     233.745	     89.431      55.072     144.503	
rcsA	     13.937       9.448      23.385	     17.498      12.669      30.167	     13.416       9.877      23.293	
rplJ	    196.286     167.965     364.251	    289.254     251.260     540.514	    161.094     145.933     307.027	
rplI	     22.511      38.001      60.513	     27.072      43.271      70.343	     16.207      27.620      43.827	
cds3209	      0.430       0.323       0.753	      0.909       0.695       1.604	      0.339       0.424       0.763	
cds3208	      0.358       0.466       0.824	      0.392       0.428       0.820	      0.339       0.339       0.678	
cds3207	      0.452       0.543       0.995	      0.090       0.360       0.450	      0.000       0.143       0.143	
rplF	    182.016     188.238     370.254	    223.096     222.489     445.586	    178.510     177.356     355.866	
cds3206	      0.169       0.394       0.563	      0.168       0.336       0.504	      0.177       0.177       0.355	
rplE	    226.922     202.795     429.717	    265.017     242.997     508.014	    204.585     176.051     380.636	
cds3205	      0.583       0.656       1.239	      0.580       0.652       1.232	      0.345       0.115       0.460	
rplD	    135.880     109.167     245.047	    160.875     124.733     285.608	    125.349      95.771     221.120	
cds3204	      0.603       0.452       1.056	      0.450       0.300       0.750	      0.119       0.119       0.238	
rplC	    146.887     161.002     307.889	    169.764     184.883     354.647	    134.189     150.167     284.356	
cds3203	      0.304       0.304       0.607	      0.151       0.151       0.302	      0.359       0.479       0.838	
cds2119	      2.003       2.161       4.164	      2.621       2.464       5.085	      2.036       1.911       3.948	
rplB	    101.720     112.578     214.298	    116.079     130.426     246.505	     92.723     105.095     197.818	
cds3202	      0.086       0.086       0.172	      0.171       0.086       0.257	      0.408       0.408       0.815	
rplA	     66.993      82.887     149.880	     86.169     111.997     198.166	     63.453      78.607     142.060	
cds2113	      2.765       3.507       6.272	      2.079       3.019       5.098	      2.446       2.658       5.104	
cds2112	      1.000       0.957       1.957	      1.236       1.165       2.402	      0.833       0.901       1.735	
cds231	      9.521      11.192      20.713	     12.794      14.372      27.166	      7.902       7.111      15.013	
cds2111	      2.568       1.459       4.028	      2.090       1.626       3.716	      1.657       0.920       2.577	
cds2110	     14.463      10.052      24.514	     17.508      13.458      30.965	     12.974       8.627      21.601	
bglA	      5.951       5.769      11.721	      8.021       8.202      16.222	      4.871       4.728       9.599	
yjjA	     17.555      20.658      38.213	     22.231      26.579      48.810	     17.787      21.456      39.243	
cds1023	      7.013       6.008      13.021	      7.379       6.630      14.009	      7.006       6.123      13.129	
cds1022	     12.471       3.375      15.846	     11.384       2.335      13.719	     10.874       3.239      14.112	
cds1020	     45.995      46.801      92.796	     58.865      60.260     119.125	     38.332      38.614      76.946	
yjiW	      3.537       6.416       9.953	      4.254       6.627      10.882	      4.539       5.577      10.116	
nlpD	   1142.741    1068.567    2211.309	   1352.236    1258.069    2610.305	   1064.007    1009.626    2073.633	
