#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405224.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405225.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405226.sorted.bam

    	ERR405224.sorted.bam	ERR405225.sorted.bam	ERR405226.sorted.bam	
    	  Sense Antisense  Total	  Sense Antisense  Total	  Sense Antisense  Total	
cds3885	   3225    3271    6496	   2756    2776    5532	   1297    1310    2607	
treR	    141     158     299	    113     122     235	     73      76     149	
yjfI	    153      63     216	    117      51     168	     42      16      58	
cds3884	   1696    1689    3385	   1419    1391    2810	    746     747    1493	
yjfH	    282     469     751	    275     435     710	    148     256     404	
cds3883	     23      22      45	     10      11      21	      7       8      15	
cds2799	     68      63     131	     49      46      95	     32      30      62	
cds3882	     18      15      33	     13      14      27	      5       4       9	
cds2798	     55      33      88	     33      17      50	     16       5      21	
cds3881	     20      25      45	     17      19      36	      4       5       9	
cds2797	     11      10      21	     10       8      18	      6       5      11	
cds3880	     11       5      16	     11       7      18	      4       6      10	
cds2796	      7       6      13	      6       6      12	      6       5      11	
yjfC	    256     227     483	    238     184     422	    101      83     184	
cds2791	    393     393     786	    415     393     808	    196     188     384	
cds2790	     32      39      71	     26      35      61	     12      21      33	
treF	    654     709    1363	    643     708    1351	    318     337     655	
treC	    920    1043    1963	    826     952    1778	    404     459     863	
treB	   1334    1220    2554	   1268    1141    2409	    619     570    1189	
hslV	   1118     935    2053	   1210     938    2148	    505     417     922	
hslU	   2230    2637    4867	   2362    2725    5087	   1048    1205    2253	
hslT	   7732    7080   14812	   6268    5646   11914	   5406    4922   10328	
hslS	   4246    5064    9310	   3063    3755    6818	   2898    3461    6359	
yjeT	     89      61     150	     53      52     105	     36      27      63	
hslR	    142     168     310	    120     167     287	     59      77     136	
yjeS	    268     254     522	    244     222     466	     98      95     193	
yjeQ	   1215    1100    2315	   1160    1072    2232	    586     542    1128	
yjeP	    397     386     783	    359     357     716	    179     181     360	
yjeN	     75      80     155	     64      71     135	     43      37      80	
yjeM	    288     248     536	    250     229     479	    136     123     259	
cds3877	     70      40     110	     91      39     130	     36      24      60	
hslJ	    556     238     794	    536     219     755	    275     121     396	
yjeK	    846     880    1726	    781     794    1575	    365     370     735	
cds3876	    380      93     473	    327     103     430	    216      43     259	
yjeJ	    947     612    1559	    759     493    1252	    408     220     628	
cds3875	    558     700    1258	    451     595    1046	    304     386     690	
yjeI	   3458    3281    6739	   2877    2690    5567	   1972    1888    3860	
cds3874	    916     737    1653	    794     645    1439	    511     382     893	
yjeH	    660     202     862	    657     187     844	    294      92     386	
cds2789	    328     297     625	    294     276     570	    133     124     257	
yjeF	    281     239     520	    229     184     413	    122      91     213	
ogt	    932     874    1806	    751     691    1442	    414     369     783	
yjeE	    268     298     566	    295     285     580	    151     154     305	
cds2785	    328    1048    1376	    258     838    1096	    181     583     764	
cds2784	  18816    5246   24062	  15305    4451   19756	  10779    2583   13362	
cheZ	    381     440     821	    291     336     627	    186     215     401	
yjeB	   1310    1004    2314	   1160     890    2050	    672     495    1167	
cds2783	   1953    1529    3482	   1669    1221    2890	   1025     761    1786	
cheY	    276     299     575	    224     266     490	    130     132     262	
yjeA	     98     123     221	    101     119     220	     57      66     123	
cds1697	    202     212     414	    220     236     456	     90      92     182	
cheW	    362     433     795	    269     317     586	    179     208     387	
cds2780	    568     569    1137	    513     509    1022	    275     269     544	
cheR	    612     756    1368	    516     622    1138	    307     371     678	
cheM	    995     842    1837	    694     591    1285	    371     294     665	
usg	    307     315     622	    291     307     598	    160     153     313	
cds3866	    248     238     486	    221     201     422	     93      92     185	
cheB	    230     203     433	    211     183     394	    123     116     239	
cds3864	    537     533    1070	    460     417     877	    227     207     434	
cheA	   1867    1956    3823	   1487    1555    3042	    834     856    1690	
cds3863	    324     352     676	    267     280     547	    129     147     276	
cds2776	     41      25      66	     52      42      94	     15      15      30	
yjdC	    693     788    1481	    647     772    1419	    359     388     747	
cds2774	    675     542    1217	    601     457    1058	    369     272     641	
cds2773	   2625    2509    5134	   2209    2130    4339	   1311    1283    2594	
cds1689	    245    1145    1390	    228    1102    1330	    131     623     754	
cds2772	   1647    1377    3024	   1511    1292    2803	    764     660    1424	
cds2771	   1143     669    1812	   1015     596    1611	    589     314     903	
cds1687	  12484   12768   25252	   9798    9999   19797	   6718    6883   13601	
hyi	     28      29      57	     18      27      45	      7       9      16	
cds2770	    495    1127    1622	    429    1011    1440	    247     583     830	
cds1686	    501     201     702	    365     142     507	    245      91     336	
cds1685	    823     668    1491	    735     608    1343	    413     329     742	
cds1681	   1199    1023    2222	   1176    1003    2179	    557     483    1040	
iadA	    336     323     659	    331     331     662	    137     131     268	
cds1680	    441     402     843	    357     326     683	    198     188     386	
yjcS	    687     609    1296	    709     641    1350	    353     321     674	
yjcO	    743     684    1427	    704     652    1356	    318     294     612	
panF	    149     131     280	    132     119     251	     82      74     156	
panD	   1725    1483    3208	   1690    1480    3170	    788     664    1452	
lpxK	    154     230     384	    163     263     426	     90     137     227	
panC	    389     449     838	    429     462     891	    179     217     396	
panB	    311     218     529	    307     202     509	    145     103     248	
ptsP	   1341    1810    3151	   1203    1563    2766	    687     907    1594	
ptsO	    392     650    1042	    398     670    1068	    192     318     510	
cds889	    218      20     238	    172      17     189	    117       8     125	
ptsN	   1240    1712    2952	   1130    1612    2742	    605     822    1427	
cds3850	    306     122     428	    262     102     364	    115      50     165	
cds885	    106      89     195	    109      76     185	     80      60     140	
lpxD	   2125    2147    4272	   2181    2172    4353	   1007    1002    2009	
yjcC	   1262     249    1511	    953     220    1173	    624     107     731	
lpxC	  19535   20034   39569	  17037   17391   34428	  10139   10363   20502	
ptsJ	    192     173     365	    150     131     281	     90      73     163	
cds2763	    882     746    1628	    828     683    1511	    353     296     649	
cds883	     57      52     109	     51      42      93	     34      28      62	
cds1679	     46      63     109	     32      40      72	     16      18      34	
lpxB	    539     847    1386	    542     808    1350	    211     327     538	
cds2762	   1338    1358    2696	   1283    1309    2592	    708     700    1408	
cds1678	    138      74     212	    117      61     178	     54      26      80	
lpxA	   1583    1968    3551	   1574    1925    3499	    720     887    1607	
ptsH	   5418    4939   10357	   5230    4559    9789	   2546    2392    4938	
cds2761	     68       7      75	     48       4      52	     36       5      41	
cds1677	     30      31      61	     24      23      47	      6       9      15	
ptsG	   7412    7533   14945	   6663    6757   13420	   3401    3445    6846	
blc	    201     100     301	    172      83     255	    111      50     161	
cds2760	    580     546    1126	    527     480    1007	    315     301     616	
cds1676	     13      10      23	     12      11      23	      6       4      10	
cds1675	     29      26      55	     39      28      67	     16      10      26	
cds1674	    201     177     378	    232     218     450	    125     111     236	
cds1673	    241     221     462	    231     200     431	    131     114     245	
cds1672	   1274    1087    2361	   1267    1088    2355	    694     579    1273	
cds1671	    525     629    1154	    444     564    1008	    303     382     685	
cds1670	    396     456     852	    327     401     728	    196     250     446	
yjbO	    534     412     946	    377     291     668	    264     203     467	
yjbN	    346     356     702	    295     311     606	    146     150     296	
cds3849	    308     278     586	    245     231     476	    116     108     224	
cds3848	     13       8      21	     11       8      19	      5       2       7	
cds3847	      9      16      25	     10      12      22	      4       5       9	
cds3846	    646     656    1302	    520     523    1043	    381     385     766	
cds3843	     58      63     121	     60      59     119	     55      57     112	
cds2759	    152     112     264	    127     107     234	     66      49     115	
cds3842	    151      49     200	    121      32     153	     66      20      86	
cds2758	    454     378     832	    429     365     794	    229     168     397	
cds878	    141     381     522	    108     353     461	     44     152     196	
cds3841	    410     336     746	    359     267     626	    179     148     327	
cds2757	    139     179     318	    120     141     261	     66      94     160	
cds877	    454     369     823	    419     348     767	    178     160     338	
cds3840	    809     700    1509	    804     678    1482	    354     313     667	
cds2756	     47      53     100	     44      45      89	     13      18      31	
cds876	    795     800    1595	    811     829    1640	    324     330     654	
cds2755	    229     217     446	    198     181     379	     91      82     173	
cds875	    112     122     234	    113     118     231	     48      63     111	
yjbC	    998     875    1873	   1029     897    1926	    458     389     847	
cds2754	     26      44      70	     20      46      66	     11      23      34	
cds874	    120      42     162	    113      49     162	     66      28      94	
tehB	    419     420     839	    492     474     966	    184     184     368	
